"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE"
"493","001130","대한제분","144,000","2,500","+1.77%","5,000","2,434","1,690",10.38,"3,675","9.00","2.25"
"494","267850","아시아나IDT","21,900","200","+0.92%","500","2,431","11,100",0.13,"83,125","-172.44","-5.44"
"495","003560","IHQ","1,660","10","+0.61%","500","2,428","146,236",2.47,"2,020,310","-3.51","-39.04"
"496","094280","효성ITX","21,000","500","+2.44%","500","2,427","11,558",0.96,"69,330","19.91","21.77"
"497","148070","KOSEF 국고채10년","122,065","370","-0.30%","0","2,417","1,980",0,"6,046","N/A","N/A"
"498","101530","해태제과식품","8,290","40","+0.48%","500","2,414","29,117",0.56,"65,654","-16.71","-13.11"
"499","005720","넥센","4,475","30","+0.67%","500","2,396","53,544",2.32,"100,408","13.20","5.96"
"500","003555","LG우","72,000","1,000","+1.41%","5,000","2,387","3,315",44.74,"44,038","10.18","N/A"
"501","248170","샘표식품","52,000","2,150","+4.31%","500","2,376","4,568",5.19,"17,946","6.25","18.57"
"502","006490","인스코비","2,350","20","+0.86%","500","2,371","100,909",4.36,"648,102","-8.45","-88.74"
"503","082740","HSD엔진","7,170","80","+1.13%","1,000","2,362","32,947",1.47,"466,686","-18.20","-19.76"
"504","020120","키다리스튜디오","12,550","300","+2.45%","500","2,332","18,582",3.06,"292,781","67.84","N/A"
"505","275980","TIGER 글로벌4차산업혁신기술(합성 H)","17,525","180","+1.04%","0","2,331","13,300",0.03,"99,761","N/A","N/A"
"506","035510","신세계 I&C","135,000","4,500","+3.45%","5,000","2,322","1,720",2.58,"14,616","3.60","5.44"
"507","008060","대덕","6,810","120","+1.79%","500","2,308","33,890",13.52,"210,354","2.66","6.38"
"508","068290","삼성출판사","23,050","450","+1.99%","500","2,305","10,000",0.53,"63,006","63.85","5.49"
"509","229640","LS전선아시아","7,410","100","+1.37%","500","2,269","30,625",2.21,"138,781","23.16","12.07"
"510","004310","현대약품","7,080","200","+2.91%","500","2,266","32,000",2.54,"542,647","110.62","1.19"
"511","144620","코오롱머티리얼","3,280","40","+1.23%","1,000","2,252","68,659",0.74,"265,841","-10.09","-72.97"
"512","008700","아남전자","2,915","20","+0.69%","500","2,248","77,125",0.89,"3,494,523","55.00","0.78"
"513","001270","부국증권","21,300","550","+2.65%","5,000","2,209","10,370",0.87,"9,598","5.69","5.80"
"514","004960","한신공영","19,000","750","+4.11%","5,000","2,198","11,571",16.39,"49,454","2.92","15.21"
"515","003570","S&T중공업","6,580","100","+1.54%","2,500","2,188","33,253",10.6,"58,181","16.25","2.72"
"516","003120","일성신약","81,500","1,500","+1.88%","5,000","2,168","2,660",2.61,"2,494","48.54","2.01"
"517","011760","현대상사","16,350","550","+3.48%","5,000","2,163","13,229",6.42,"58,676","8.52","5.07"
"518","017180","명문제약","6,370","170","+2.74%","500","2,163","33,953",1,"692,517","-5.50","-24.55"
"519","030210","KTB투자증권","3,545","105","+3.05%","5,000","2,138","60,314",22.36,"344,841","3.94","9.18"
"520","091170","KODEX 은행","6,115","220","+3.73%","0","2,128","34,800",0.09,"507,325","N/A","N/A"
"521","005390","신성통상","1,480","20","+1.37%","500","2,127","143,708",0.77,"492,902","61.67","3.12"
"522","168580","KINDEX 중국본토CSI300","32,720","465","+1.44%","0","2,127","6,500",0.02,"5,663","N/A","N/A"
"523","001070","대한방직","39,950","350","+0.88%","1,000","2,117","5,300",0.61,"5,335","-26.51","-10.27"
"524","102260","동성코퍼레이션","4,810","80","-1.64%","1,000","2,116","43,993",3.83,"205,979","18.94","2.00"
"525","014790","한라","5,380","180","+3.46%","5,000","2,091","38,875",2.95,"357,444","3.53","0.97"
"526","003920","남양유업","288,500","1,500","+0.52%","5,000","2,077","720",23.83,"2,969","-8.84","3.25"
"527","278240","KBSTAR 코스닥150선물레버리지","16,150","1,230","+8.24%","0","2,075","12,850",0,"147,808","N/A","N/A"
"528","015360","예스코홀딩스","34,500","200","-0.58%","5,000","2,070","6,000",14.98,"359","-6.41","3.61"
"529","000540","흥국화재","3,215","40","+1.26%","5,000","2,065","64,243",2.56,"110,323","13.92","5.51"
"530","016610","DB금융투자","4,860","100","+2.10%","5,000","2,063","42,446",8.2,"118,675","3.44","7.15"
"531","070960","용평리조트","4,275","55","+1.30%","5,000","2,058","48,133",1.46,"150,221","-16.38","-3.41"
"532","002900","동양물산","1,500","35","+2.39%","500","2,053","136,878",3.48,"2,617,002","15.96","5.07"
"533","000680","LS네트웍스","2,605","55","+2.16%","5,000","2,053","78,803",0.12,"36,377","-21.35","-11.94"
"534","290130","KBSTAR ESG사회책임투자","13,870","285","+2.10%","0","2,053","14,800",0,"783,133","N/A","N/A"
"535","089470","HDC현대EP","6,420","40","-0.62%","500","2,048","31,900",9,"284,376","14.49","4.66"
"536","078520","에이블씨엔씨","7,560","10","-0.13%","500","2,044","27,033",10,"79,413","-5.24","-3.94"
"537","006220","제주은행","6,350","240","+3.93%","5,000","2,040","32,129",1.85,"35,123,616","8.96","5.76"
"538","093230","이아이디","282","25","+9.73%","200","2,040","723,343",0.16,"50,160,261","-14.84","0.44"
"539","005680","삼영전자","10,100","50","-0.49%","500","2,020","20,000",44.53,"54,599","18.30","1.77"
"540","002030","아세아","92,100","1,100","+1.21%","5,000","2,018","2,191",4.08,"14,661","5.59","6.37"
"541","091090","세원셀론텍","2,895","75","+2.66%","500","2,013","69,533",1.63,"390,096","-36.19","-3.31"
"542","003200","일신방직","83,800","400","+0.48%","5,000","2,011","2,400",7.24,"4,071","68.24","1.00"
"543","123690","한국화장품","12,450","150","+1.22%","500","2,000","16,068",0.29,"117,566","-26.95","-39.16"
"544","001250","GS글로벌","2,420","25","-1.02%","2,500","1,997","82,534",2.18,"1,631,697","-12.10","-4.61"
"545","030790","비케이탑스","15,200","100","+0.66%","500","1,995","13,128",0.17,"192,971","-6.35","-65.09"
"546","033920","무학","6,970","30","+0.43%","200","1,986","28,500",14.9,"51,485","-27.44","4.64"
"547","02826K","삼성물산우B","122,000","0","0.00%","100","1,985","1,627",7.69,"20,860","20.44","N/A"
"548","101140","인바이오젠","3,840","240","+6.67%","500","1,980","51,561",0.77,"820,213","-7.36","29.38"
"549","200880","서연이화","7,320","160","+2.23%","500","1,978","27,028",8.2,"258,597","-2.21","-7.35"
"550","138490","코오롱플라스틱","5,200","150","+2.97%","1,000","1,976","38,000",1.24,"199,147","-70.27","2.75"
"551","014160","대영포장","1,820","10","+0.55%","500","1,973","108,395",1.71,"22,202,658","42.33","7.42"
"552","306540","HANARO 단기통안채","102,920","0","0.00%","0","1,966","1,910",0,"70","N/A","N/A"
"553","004980","성신양회","7,990","290","+3.77%","5,000","1,959","24,516",7.57,"327,727","57.07","4.43"
"554","245710","KINDEX 베트남VN30(합성)","14,950","50","+0.34%","0","1,958","13,100",0.01,"165,727","N/A","N/A"
"555","004890","동일산업","78,900","700","+0.90%","5,000","1,913","2,425",4.3,"834","73.26","1.06"
"556","028100","동아지질","16,600","550","+3.43%","500","1,909","11,500",7.79,"152,528","22.80","10.33"
"557","003030","세아제강지주","45,900","250","+0.55%","5,000","1,901","4,142",4.18,"4,173","-25.33","-0.32"
"558","000970","한국주철관","8,320","30","+0.36%","500","1,897","22,800",1.23,"46,119","19.04","4.73"
"559","095570","AJ네트웍스","4,040","30","+0.75%","1,000","1,892","46,822",10.72,"113,042","-3.28","15.18"
"560","019175","신풍제약우","85,600","4,700","+5.81%","500","1,883","2,200",0.8,"56,898","2,377.78","N/A"
"561","034300","신세계건설","47,000","2,150","+4.79%","5,000","1,880","4,000",2.43,"236,756","19.32","8.91"
"562","005810","풍산홀딩스","26,200","1,500","-5.42%","5,000","1,877","7,164",7.41,"217,625","17.64","3.39"
"563","004140","동방","4,680","80","-1.68%","1,000","1,855","39,646",1.91,"3,772,717","-35.73","-8.33"
"564","002170","삼양통상","61,800","300","+0.49%","5,000","1,854","3,000",5.54,"6,516","4.09","14.22"
"565","500015","신한 WTI원유 선물 ETN(H)","3,685","25","+0.68%","0","1,842","50,000",0,"20,478","N/A","N/A"
"566","007860","서연","7,770","210","+2.78%","500","1,824","23,480",0.16,"252,278","-3.55","-13.31"
"567","005320","국동","4,690","20","+0.43%","500","1,822","38,846",3.69,"865,233","7.27","-7.07"
"568","090350","노루페인트","9,080","180","+2.02%","500","1,816","20,000",5.84,"143,821","9.97","6.00"
"569","055490","테이팩스","38,400","400","+1.05%","500","1,812","4,718",1.11,"60,057","12.47","7.87"
"570","001460","BYC","290,000","3,000","+1.05%","5,000","1,811","625",1.92,"603","13.71","6.60"
"571","013870","지엠비코리아","9,470","820","+9.48%","500","1,806","19,072",55.72,"1,559,418","-22.18","1.22"
"572","001340","백광산업","4,015","30","+0.75%","500","1,803","44,918",5.48,"1,277,175","18.59","N/A"
"573","270810","KBSTAR 코스닥150","14,730","610","+4.32%","0","1,800","12,220",0.01,"28,579","N/A","N/A"
"574","530013","삼성 KTOP30 ETN","17,955","0","0.00%","0","1,796","10,000",0,"0","N/A","N/A"
"575","302450","KBSTAR 코스피","31,220","800","+2.63%","0","1,795","5,750",0,"5,479","N/A","N/A"
"576","003160","디아이","5,670","440","+8.41%","500","1,786","31,497",4.91,"1,778,950","18.06","0.48"
"577","001790","대한제당","19,900","0","0.00%","2,500","1,785","8,970",1.98,"11,915","8.92","3.22"
"578","000230","일동홀딩스","15,450","1,200","+8.42%","1,000","1,783","11,540",2.22,"172,909","-4.20","-14.91"
"579","700001","하나 코스피 변동성추세 추종 양매도 ETN","7,110","0","0.00%","0","1,778","25,000",0,"0","N/A","N/A"
"580","000490","대동공업","7,440","60","+0.81%","1,000","1,765","23,728",3.76,"191,471","24.88","1.46"
"581","013520","화승알앤에이","2,555","55","+2.20%","500","1,764","69,045",2.54,"146,452","-12.59","9.62"
"582","009160","SIMPAC","2,695","5","+0.19%","500","1,763","65,430",7.85,"106,529","65.73","2.17"
"583","007210","벽산","2,515","115","+4.79%","500","1,724","68,560",4.31,"1,922,159","-838.33","-1.18"
"584","012030","DB","855","1","-0.12%","500","1,720","201,174",2.45,"1,881,830","19.00","2.53"
"585","328370","ARIRANG 코스피TR","15,255","365","+2.45%","0","1,716","11,250",0.01,"13,672","N/A","N/A"
"586","039570","HDC아이콘트롤스","10,400","150","+1.46%","500","1,712","16,460",3.54,"65,900","-32.81","-3.13"
"587","004440","삼일씨엔에스","13,350","650","+5.12%","1,000","1,700","12,732",1.8,"99,869","-196.32","0.97"
"588","012690","모나리자","4,640","90","+1.98%","500","1,697","36,571",0.89,"203,132","22.52","3.75"
"589","003580","넥스트사이언스","5,100","200","+4.08%","500","1,668","32,700",5.26,"204,257","-9.26","-31.73"
"590","150460","TIGER 중국소비테마","7,840","160","+2.08%","0","1,665","21,240",0,"84,151","N/A","N/A"
"591","107590","미원홀딩스","71,500","300","-0.42%","500","1,659","2,320",1.2,"2,023","9.33","11.03"
"592","011150","CJ씨푸드","4,615","70","+1.54%","500","1,658","35,931",0,"405,801","46.62","2.90"
"593","325020","KODEX 배당가치","12,545","350","+2.87%","0","1,656","13,200",0,"42,357","N/A","N/A"
"594","332930","HANARO 200TR","49,315","1,225","+2.55%","0","1,652","3,350",0,"1,415","N/A","N/A"
"595","010690","화신","4,725","175","+3.85%","500","1,650","34,920",1.84,"872,741","-2.61","2.24"
"596","03473K","SK우","291,000","9,500","+3.37%","200","1,647","566",2.05,"18,061","1,227.85","N/A"
"597","002720","국제약품","8,930","230","+2.64%","1,000","1,643","18,401",0.73,"121,869","30.79","-7.35"
"598","004770","써니전자","4,705","100","-2.08%","500","1,639","34,845",1.32,"1,711,072","35.11","1.28"
"599","143210","핸즈코퍼레이션","7,490","100","-1.32%","500","1,638","21,863",0.86,"169,958","33.29","2.13"
"600","003350","한국화장품제조","36,050","300","+0.84%","500","1,634","4,532",0.48,"21,798","-115.54","-3.03"
"601","007160","사조산업","32,550","50","-0.15%","5,000","1,628","5,000",3.66,"19,931","-16.94","-3.13"
"602","272580","TIGER 단기채권액티브","50,035","5","+0.01%","0","1,619","3,236",0,"4,971","N/A","N/A"
"603","044820","코스맥스비티아이","16,850","100","-0.59%","500","1,618","9,604",5.58,"23,770","36.08","0.13"
"604","023450","동남합성","44,750","250","-0.56%","500","1,615","3,610",0.02,"969","7.63","26.23"
"605","005945","NH투자증권우","8,550","130","+1.54%","5,000","1,613","18,871",5.04,"111,147","4.15","N/A"
"606","074610","이엔플러스","3,800","35","+0.93%","500","1,609","42,344",0.6,"355,286","-6.37","-87.65"
"607","37550K","DL이앤씨우","75,900","3,600","+4.98%","5,000","1,604","2,114",10.86,"53,928","N/A","N/A"
"608","025750","한솔홈데코","1,985","70","+3.66%","1,000","1,599","80,565",2.87,"2,248,685","-53.65","-2.89"
"609","000180","성창기업지주","2,290","50","-2.14%","500","1,597","69,752",2.28,"672,768","127.22","-2.14"
"610","000155","두산우","39,950","200","+0.50%","5,000","1,597","3,996",2.45,"12,556","8.14","N/A"
"611","092200","디아이씨","4,100","200","+5.13%","500","1,594","38,889",1.32,"1,122,278","-1.87","-33.70"
"612","161510","ARIRANG 고배당주","10,460","240","+2.35%","0","1,594","15,240",0,"74,434","N/A","N/A"
"613","004970","신라교역","9,960","150","+1.53%","500","1,594","16,000",3.29,"184,495","171.72","2.01"
"614","077970","STX엔진","6,920","50","+0.73%","2,500","1,592","23,009",0,"16,508","-6,920.00","8.89"
"615","367770","KBSTAR Fn수소경제테마","13,405","580","+4.52%","0","1,582","11,800",0,"626,706","N/A","N/A"
"616","015890","태경산업","5,400","40","+0.75%","500","1,578","29,229",3.47,"25,501","-38.57","8.91"
"617","004540","깨끗한나라","4,220","5","+0.12%","1,000","1,572","37,241",0.78,"96,282","3.25","-7.29"
"618","144600","KODEX 은선물(H)","6,050","580","+10.60%","0","1,567","25,900",0.16,"5,433,974","N/A","N/A"
"619","204480","TIGER 차이나CSI300레버리지(합성)","35,580","1,570","+4.62%","0","1,566","4,400",0,"489,513","N/A","N/A"
"620","010955","S-Oil우","38,850","300","+0.78%","2,500","1,563","4,022",10.13,"21,020","-5.21","N/A"
"621","009470","삼화전기","23,600","500","+2.16%","1,000","1,561","6,614",23.69,"91,518","137.21","7.03"
"622","006890","태경케미컬","13,400","350","+2.68%","500","1,554","11,600",0.88,"242,414","13.32","8.67"
"623","013700","까뮤이앤씨","3,430","130","-3.65%","500","1,549","45,152",0.38,"15,629,213","12.99","20.68"
"624","020760","일진디스플","5,460","370","+7.27%","500","1,546","28,314",7.04,"284,300","-5.22","N/A"
"625","214420","토니모리","8,730","110","+1.28%","200","1,540","17,640",0.62,"29,962","-4.82","-5.33"
"626","014280","금강공업","5,300","180","+3.52%","1,000","1,538","29,022",1.93,"187,115","757.14","-3.23"
"627","196230","KBSTAR 단기통안채","104,250","0","0.00%","0","1,527","1,465",0.06,"611,456","N/A","N/A"
"628","011390","부산산업","144,500","10,000","+7.43%","5,000","1,526","1,056",0.55,"60,185","55.62","7.20"
"629","168490","한국패러랠","1,905","0","0.00%","0","1,524","80,020",0,"59,231","N/A","N/A"
"630","102280","쌍방울","636","1","+0.16%","500","1,522","239,360",2.55,"2,789,923","-3.24","-19.68"
"631","500029","신한 레버리지 은 선물 ETN(H)","15,200","2,600","+20.63%","0","1,520","10,000",0.03,"590,212","N/A","N/A"
"632","002795","아모레G우","23,450","350","+1.52%","500","1,511","6,444",45.43,"85,687","82.86","N/A"
"633","550056","QV 코스피 양매도 5% OTM ETN","7,490","0","0.00%","0","1,498","20,000",0,"0","N/A","N/A"
"634","011090","에넥스","2,490","395","+18.85%","500","1,494","59,992",0.73,"103,745,153","-21.84","-6.42"
"635","001260","남광토건","15,100","1,500","+11.03%","5,000","1,484","9,829",1.08,"396,145","21.21","7.58"
"636","007110","일신석재","1,915","0","0.00%","500","1,483","77,457",0.79,"570,602","136.79","1.77"
"637","006740","영풍제지","6,670","200","-2.91%","500","1,481","22,200",0.09,"1,501,829","16.55","N/A"
"638","004150","한솔홀딩스","3,520","20","+0.57%","1,000","1,479","42,009",11.1,"201,095","8.24","6.00"
"639","003830","대한화섬","111,000","500","+0.45%","5,000","1,474","1,328",0.48,"2,209","7.72","4.37"
"640","500032","신한 인버스 2X 천연가스 선물 ETN(H)","7,355","320","-4.17%","0","1,471","20,000",0,"209,695","N/A","N/A"
"641","035150","백산","6,060","420","+7.45%","500","1,467","24,200",1.98,"1,065,269","-8.69","4.90"
"642","130660","한전산업","4,490","20","-0.44%","500","1,464","32,600",1.52,"406,879","10.82","21.47"
"643","047400","유니온머티리얼","3,485","15","-0.43%","500","1,464","42,000",0,"797,339","-82.98","2.83"
"644","100250","진양홀딩스","2,610","40","+1.56%","500","1,459","55,895",2.44,"66,439","4.55","4.98"
"645","004060","SG세계물산","720","9","+1.27%","500","1,457","202,425",0.79,"10,178,301","-34.29","4.81"
"646","004720","우리들제약","9,880","540","+5.78%","500","1,454","14,713",1.47,"199,973","58.12","0.54"
"647","003960","사조대림","15,800","200","+1.28%","5,000","1,448","9,164",0.61,"21,583","6.54","30.57"
"648","008040","사조동아원","1,025","10","-0.97%","500","1,447","141,145",1.18,"1,526,579","19.34","0.49"
"649","002460","화성산업","11,550","200","+1.76%","5,000","1,438","12,451",10.99,"47,610","3.33","2.06"
"650","006380","카프로","3,580","155","+4.53%","500","1,432","40,000",4.8,"266,750","-1.16","-36.47"
"651","012200","계양전기","4,380","110","+2.58%","500","1,428","32,600",2.39,"294,158","17.80","0.07"
"652","128820","대성산업","3,140","30","+0.96%","5,000","1,420","45,235",0.77,"95,808","-2.24","-14.15"
"653","023000","삼원강재","3,550","215","+6.45%","500","1,420","40,000",0.65,"3,418,155","18.78","5.03"
"654","143860","TIGER 헬스케어","50,965","2,970","+6.19%","0","1,417","2,780",1.59,"84,757","N/A","N/A"
"655","024090","디씨엠","12,100","150","+1.26%","500","1,416","11,700",1.08,"13,581","6.00","14.18"
"656","009320","대우부품","2,970","40","+1.37%","500","1,415","47,646",0.74,"1,076,296","-69.07","-6.50"
"657","117580","대성에너지","5,130","30","+0.59%","1,000","1,411","27,500",1.65,"24,103","9.73","4.28"
"658","091160","KODEX 반도체","35,545","985","+2.85%","0","1,404","3,950",0.15,"284,966","N/A","N/A"
"659","007660","이수페타시스","3,400","30","+0.89%","1,000","1,403","41,268",2.28,"341,522","-1.77","-71.84"
"660","002700","신일전자","1,970","35","+1.81%","500","1,400","71,048",3.7,"1,158,547","28.14","6.32"
"661","007540","샘표","48,600","750","+1.57%","1,000","1,398","2,876",5.32,"8,446","7.68","7.75"
"662","000320","노루홀딩스","10,500","50","-0.47%","500","1,396","13,291",2.52,"17,470","23.49","1.25"
"663","008970","동양철관","1,170","10","-0.85%","500","1,391","118,885",1.23,"2,741,797","17.21","2.24"
"664","017900","광전자","2,400","40","+1.69%","500","1,391","57,944",21.27,"258,138","-42.86","1.56"
