"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE"
"1391","261140","TIGER 우선주","15,575","285","+1.86%","0","84","540",0,"5,718","N/A","N/A"
"1392","500044","신한 코스피 콘도르 6/10% 콜 2204-01 ETN","8,390","10","-0.12%","0","84","1,000",0,"10","N/A","N/A"
"1393","292560","TIGER 일본엔선물","10,480","80","-0.76%","0","84","800",0,"2,399","N/A","N/A"
"1394","500007","신한 인버스 은 선물 ETN(H)","4,190","465","-9.99%","0","84","2,000",0,"56,328","N/A","N/A"
"1395","354240","KBSTAR 미국고정배당우선증권ICE TR","9,845","5","+0.05%","0","84","850",0,"172","N/A","N/A"
"1396","185680","KODEX 미국S&P바이오(합성)","37,050","310","+0.84%","0","83","225",0,"1,560","N/A","N/A"
"1397","291630","KOSEF 코스닥150선물레버리지","6,875","530","+8.35%","0","83","1,210",0.08,"8,344","N/A","N/A"
"1398","500051","신한 인버스 2X S&P500 선물 ETN","4,155","5","+0.12%","0","83","2,000",0,"94,360","N/A","N/A"
"1399","520007","미래에셋 인버스 에너지화학 Core5 ETN","4,150","185","-4.27%","0","83","2,000",0,"1,650","N/A","N/A"
"1400","354350","HANARO 글로벌럭셔리S&P(합성)","15,035","25","-0.17%","0","83","550",0.01,"5,118","N/A","N/A"
"1401","251890","KINDEX 코스닥(합성)","13,775","430","+3.22%","0","83","600",0,"72","N/A","N/A"
"1402","139290","TIGER 200 경기소비재","19,640","820","+4.36%","0","82","420",0,"2,901","N/A","N/A"
"1403","266550","ARIRANG 중형주저변동50","10,930","300","+2.82%","0","82","750",0,"383","N/A","N/A"
"1404","131890","KINDEX 삼성그룹동일가중","16,385","175","+1.08%","0","82","500",0,"875","N/A","N/A"
"1405","147970","TIGER 모멘텀","22,610","610","+2.77%","0","81","360",0,"3,696","N/A","N/A"
"1406","139320","TIGER 금은선물(H)","10,170","215","+2.16%","0","81","800",5.13,"38,402","N/A","N/A"
"1407","145850","TREX 펀더멘탈 200","40,505","1,090","+2.77%","0","81","200",0.1,"3,002","N/A","N/A"
"1408","003075","코오롱글로벌우","25,900","1,050","+4.23%","5,000","81","313",0.94,"2,278","7.64","N/A"
"1409","256450","ARIRANG 심천차이넥스트(합성)","13,500","135","+1.01%","0","81","600",0,"3,658","N/A","N/A"
"1410","174350","TIGER 로우볼","11,190","230","+2.10%","0","81","720",0,"10,231","N/A","N/A"
"1411","368470","KINDEX Fn K-뉴딜디지털플러스","16,095","545","+3.50%","0","80","500",0,"485","N/A","N/A"
"1412","530002","삼성 인버스 China A50 선물 ETN(H)","8,045","85","-1.05%","0","80","1,000",0,"19","N/A","N/A"
"1413","280920","ARIRANG 주도업종","12,375","420","+3.51%","0","80","650",0,"5,591","N/A","N/A"
"1414","005745","크라운해태홀딩스우","13,350","50","+0.38%","500","80","601",3.03,"43,030","-59.33","N/A"
"1415","084695","대상홀딩스우","8,720","340","+4.06%","1,000","80","913",2.02,"25,709","2.65","N/A"
"1416","500049","신한 코스피 월별 양매도 5% 콜 2206-1 ETN","7,960","0","0.00%","0","80","1,000",0,"0","N/A","N/A"
"1417","117690","TIGER 차이나항셍25","17,670","370","+2.14%","0","80","450",0,"4,215","N/A","N/A"
"1418","310080","KBSTAR 중국MSCI China선물(H)","15,860","560","+3.66%","0","79","500",0,"56,818","N/A","N/A"
"1419","001755","한양증권우","15,100","350","-2.27%","5,000","79","525",0.54,"1,499","4.66","N/A"
"1420","333940","ARIRANG KS로우볼가중TR","13,150","225","+1.74%","0","79","600",0,"683","N/A","N/A"
"1421","333980","ARIRANG KS퀄리티가중TR","15,670","380","+2.49%","0","78","500",0,"1,684","N/A","N/A"
"1422","500021","신한 천연가스 선물 ETN(H)","2,610","30","+1.16%","0","78","3,000",0,"45,115","N/A","N/A"
"1423","500048","신한 코스피 월별 양매도 3% 콜 2206-1 ETN","7,805","85","+1.10%","0","78","1,000",0,"1","N/A","N/A"
"1424","181480","KINDEX 미국다우존스리츠(합성 H)","77,950","540","+0.70%","0","78","100",0,"234","N/A","N/A"
"1425","305050","KINDEX 코스피","31,180","650","+2.13%","0","78","250",0,"456","N/A","N/A"
"1426","500057","신한 인버스 2X Russell 2000 ETN","7,760","10","+0.13%","0","78","1,000",0,"472","N/A","N/A"
"1427","145670","KINDEX 인버스","4,845","95","-1.92%","0","78","1,600",0.94,"134,003","N/A","N/A"
"1428","281990","KBSTAR 중소형고배당","11,020","230","+2.13%","0","77","700",0,"4,914","N/A","N/A"
"1429","500043","신한 코스피 콘도르 4/10% 콜 2204-01 ETN","7,665","0","0.00%","0","77","1,000",0,"0","N/A","N/A"
"1430","227570","TIGER 우량가치","10,580","275","+2.67%","0","76","720",0,"12,749","N/A","N/A"
"1431","011155","CJ씨푸드1우","37,400","450","-1.19%","500","75","200",0.51,"879","377.78","N/A"
"1432","211260","KINDEX 배당성장","36,915","805","+2.23%","0","74","200",0,"31","N/A","N/A"
"1433","241390","KBSTAR V&S셀렉트밸류채권혼합","12,290","70","+0.57%","0","74","600",0,"25,685","N/A","N/A"
"1434","166400","TIGER 200커버드콜5%OTM","14,660","0","0.00%","0","73","500",0,"0","N/A","N/A"
"1435","261110","TIGER 미국달러선물레버리지","9,140","40","-0.44%","0","73","800",0,"586","N/A","N/A"
"1436","289250","TIGER MSCI KOREA ESG유니버설","12,750","295","+2.37%","0","73","570",0,"4,327","N/A","N/A"
"1437","102960","KODEX 기계장비","4,770","150","+3.25%","0","72","1,520",0.07,"45,133","N/A","N/A"
"1438","266390","KODEX 경기소비재","12,070","300","+2.55%","0","72","600",0,"43,233","N/A","N/A"
"1439","140710","KODEX 운송","5,150","150","+3.00%","0","72","1,400",0,"133,580","N/A","N/A"
"1440","570025","TRUE 인버스 유로스탁스50 ETN(H) B","7,205","15","-0.21%","0","72","1,000",0,"2,992","N/A","N/A"
"1441","253280","KBSTAR 헬스케어","18,000","800","+4.65%","0","72","400",0,"5,345","N/A","N/A"
"1442","309210","ARIRANG KRX300헬스케어","15,620","955","+6.51%","0","72","460",0,"4,544","N/A","N/A"
"1443","211560","TIGER 배당성장","18,275","440","+2.47%","0","71","390",0,"1,162","N/A","N/A"
"1444","215620","흥국 S&P코리아로우볼","10,290","0","0.00%","0","71","690",0.03,"0","N/A","N/A"
"1445","373790","KOSEF 미국방어배당성장나스닥","10,130","135","-1.32%","0","71","700",0,"3,585","N/A","N/A"
"1446","295000","KBSTAR 국채선물10년","56,135","215","-0.38%","0","71","126",0,"973","N/A","N/A"
"1447","189400","ARIRANG 글로벌MSCI(합성 H)","15,685","165","-1.04%","0","71","450",0,"4,121","N/A","N/A"
"1448","510002","대신 아연선물 ETN(H)","10,075","45","+0.45%","0","71","700",0,"160","N/A","N/A"
"1449","292130","TIGER 중소형성장","11,640","315","+2.78%","0","70","600",0,"5,472","N/A","N/A"
"1450","302170","TIGER 국채선물3년인버스","49,635","25","-0.05%","0","69","140",0,"21","N/A","N/A"
"1451","570021","TRUE 코스피 커버드풋 ETN B","6,935","55","-0.79%","0","69","1,000",0,"620","N/A","N/A"
"1452","275300","KODEX MSCI퀄리티","11,470","430","+3.89%","0","69","600",0,"264","N/A","N/A"
"1453","510004","대신 인버스 아연선물 ETN(H)","9,700","135","-1.37%","0","68","700",0,"281","N/A","N/A"
"1454","000145","하이트진로홀딩스우","14,350","0","0.00%","5,000","68","471",2.53,"2,193","8.30","N/A"
"1455","292140","TIGER 중소형가치","11,250","315","+2.88%","0","68","600",0,"1,294","N/A","N/A"
"1456","213630","ARIRANG 미국다우존스고배당주(합성 H)","12,735","165","-1.28%","0","67","530",0,"2,861","N/A","N/A"
"1457","368200","KBSTAR Fn K-뉴딜디지털플러스","13,475","490","+3.77%","0","67","500",0,"2,193","N/A","N/A"
"1458","004545","깨끗한나라우","18,350","0","0.00%","1,000","67","366",1.02,"2,436","14.13","N/A"
"1459","500005","신한 인버스 브렌트원유 선물 ETN(H)","6,670","50","-0.74%","0","67","1,000",0,"3","N/A","N/A"
"1460","306530","HANARO 코스닥150선물레버리지","13,895","1,060","+8.26%","0","67","480",0.43,"9,027","N/A","N/A"
"1461","314700","HANARO 농업융복합산업","12,100","210","+1.77%","0","67","550",0,"1,369","N/A","N/A"
"1462","104530","KOSEF 고배당","7,385","110","+1.51%","0","66","900",0.56,"3,940","N/A","N/A"
"1463","373530","ARIRANG 신흥국MSCI인버스(합성 H)","9,205","0","0.00%","0","66","720",0,"51","N/A","N/A"
"1464","192720","파워 고배당저변동성","27,595","675","+2.51%","0","66","240",0.02,"2,978","N/A","N/A"
"1465","291130","KINDEX 멕시코MSCI(합성)","8,275","240","-2.82%","0","66","800",0,"1,701","N/A","N/A"
"1466","292100","TIGER 대형성장","13,215","295","+2.28%","0","66","500",0,"297","N/A","N/A"
"1467","238670","ARIRANG 스마트베타Quality채권혼합","11,010","100","+0.92%","0","66","600",0,"1,122","N/A","N/A"
"1468","296710","KODEX FnKorea50","10,855","330","+3.14%","0","65","600",0,"214","N/A","N/A"
"1469","098560","TIGER 방송통신","7,895","40","+0.51%","0","65","820",0,"7,137","N/A","N/A"
"1470","289670","ARIRANG 국채선물10년","57,005","165","-0.29%","0","64","112",0,"123","N/A","N/A"
"1471","244660","KODEX 퀄리티Plus","10,640","35","+0.33%","0","64","600",0,"215","N/A","N/A"
"1472","252000","TIGER 200동일가중","11,545","115","+1.01%","0","63","550",0,"404","N/A","N/A"
"1473","301440","ARIRANG 코스피중형주","11,480","315","+2.82%","0","63","550",0,"57","N/A","N/A"
"1474","014285","금강공업우","10,700","50","-0.47%","1,000","63","590",1.53,"3,590","1,528.57","N/A"
"1475","006345","대원전선우","2,385","95","-3.83%","500","63","2,621",2.54,"82,557","-596.25","N/A"
"1476","001065","JW중외제약우","35,200","500","+1.44%","2,500","62","177",0.29,"681","-25.54","N/A"
"1477","289480","TIGER 200커버드콜ATM","10,400","0","0.00%","0","62","600",0,"0","N/A","N/A"
"1478","342600","KBSTAR KRX국채선물3년10년스티프너2X","51,910","30","+0.06%","0","62","120",0,"48","N/A","N/A"
"1479","226980","KODEX 200 중소형","12,275","390","+3.28%","0","61","500",0.01,"8,540","N/A","N/A"
"1480","287300","KBSTAR 200건설","10,955","445","+4.23%","0","61","560",0,"9,740","N/A","N/A"
"1481","342500","KBSTAR KRX국채선물3년10년스티프너","51,105","15","-0.03%","0","61","120",0,"48","N/A","N/A"
"1482","292110","TIGER 대형가치","12,245","295","+2.47%","0","61","500",0,"242","N/A","N/A"
"1483","176710","파워 중기국고채","101,840","20","-0.02%","0","61","60",0,"3","N/A","N/A"
"1484","016385","KG동부제철우","114,000","0","0.00%","5,000","61","53",0,"306","138.35","N/A"
"1485","342610","KBSTAR KRX국채선물3년10년플래트너","49,685","45","-0.09%","0","60","120",0,"48","N/A","N/A"
"1486","267440","KBSTAR 미국장기국채선물(H)","11,900","105","-0.87%","0","60","500",0,"662","N/A","N/A"
"1487","291890","KODEX MSCI EM선물(H)","10,815","150","+1.41%","0","59","550",0,"571","N/A","N/A"
"1488","342620","KBSTAR KRX국채선물3년10년플래트너2X","49,090","50","-0.10%","0","59","120",0,"48","N/A","N/A"
"1489","226380","KINDEX Fn성장소비주도주","7,320","105","+1.46%","0","59","800",0,"4,486","N/A","N/A"
"1490","000545","흥국화재우","7,620","180","-2.31%","5,000","59","768",1.12,"10,791","32.99","N/A"
"1491","195970","ARIRANG 선진국MSCI(합성 H)","11,165","75","-0.67%","0","58","520",0,"14,103","N/A","N/A"
"1492","302180","TIGER 국채선물10년인버스","47,605","0","0.00%","0","57","120",0,"0","N/A","N/A"
"1493","090355","노루페인트우","12,250","450","+3.81%","500","57","463",1.66,"5,015","13.45","N/A"
"1494","260200","KOSEF 배당바이백Plus","16,080","585","+3.78%","0","56","350",0,"114","N/A","N/A"
"1495","00781K","코리아써키트2우B","7,180","60","+0.84%","500","56","784",0.03,"1,166","15.18","N/A"
"1496","550045","QV 인버스 레버리지 S&P500 ETN","2,780","0","0.00%","0","56","2,000",0,"1,139","N/A","N/A"
"1497","217790","TIGER 가격조정","25,045","120","+0.48%","0","55","220",0,"7,030","N/A","N/A"
"1498","570032","TRUE 인버스 2X HSCEI ETN(H)","5,495","245","-4.27%","0","55","1,000",0,"2,923","N/A","N/A"
"1499","300290","KBSTAR 중소형모멘텀밸류","12,095","305","+2.59%","0","54","450",0,"84","N/A","N/A"
"1500","260270","KOSEF 저PBR가중","15,375","480","+3.22%","0","54","350",0,"6,731","N/A","N/A"
"1501","261920","KINDEX 필리핀MSCI(합성)","13,400","185","+1.40%","0","54","400",0,"78","N/A","N/A"
"1502","334690","KBSTAR 팔라듐선물(H)","13,185","490","-3.58%","0","53","400",0,"41,728","N/A","N/A"
"1503","250730","KBSTAR 차이나HSCEI(H)","13,180","350","+2.73%","0","53","400",0,"4,716","N/A","N/A"
"1504","005965","동부건설우","23,350","550","+2.41%","5,000","53","226",18.64,"775","7.62","N/A"
"1505","217770","TIGER 원유선물인버스(H)","8,680","35","-0.40%","0","52","600",0,"3,036","N/A","N/A"
"1506","326230","KBSTAR 내수주플러스","10,700","165","+1.57%","0","51","480",0,"525","N/A","N/A"
"1507","261260","KODEX 미국달러선물인버스2X","10,050","35","+0.35%","0","51","510",0,"22,997","N/A","N/A"
"1508","292770","KODEX 국채선물3년인버스","49,640","15","-0.03%","0","51","102",0,"2","N/A","N/A"
"1509","261270","KODEX 미국달러선물인버스","10,295","30","+0.29%","0","50","490",0,"1,279","N/A","N/A"
"1510","300610","TIGER K게임","12,550","410","+3.38%","0","50","400",0,"6,222","N/A","N/A"
"1511","002785","진흥기업우B","5,850","210","+3.72%","500","50","857",1.96,"3,776","188.71","N/A"
"1512","001067","JW중외제약2우B","53,700","800","-1.47%","2,500","50","93",0.59,"457","-38.97","N/A"
"1513","530064","삼성 인버스 2X 구리 선물 ETN(H)","4,990","85","-1.67%","0","50","1,000",0,"17,782","N/A","N/A"
"1514","299080","KINDEX 국채선물3년인버스","99,215","40","+0.04%","0","50","50",0,"10","N/A","N/A"
"1515","284990","KBSTAR 200에너지화학","14,580","645","+4.63%","0","50","340",0,"1,677","N/A","N/A"
"1516","570042","TRUE 인버스 나스닥 100 ETN","4,950","5","-0.10%","0","50","1,000",0,"25,778","N/A","N/A"
"1517","275750","KBSTAR 코스닥150선물인버스","4,700","220","-4.47%","0","49","1,050",0,"82,756","N/A","N/A"
"1518","301410","ARIRANG 코스닥150선물인버스","7,040","335","-4.54%","0","49","700",0,"59,941","N/A","N/A"
"1519","014915","성문전자우","8,210","130","+1.61%","500","49","600",2.19,"2,931","-190.93","N/A"
"1520","269370","TIGER S&P글로벌인프라(합성)","9,685","15","-0.15%","0","48","500",0,"205","N/A","N/A"
"1521","307520","TIGER 지주회사","12,050","275","+2.34%","0","48","400",0,"1,130","N/A","N/A"
"1522","333950","ARIRANG KS로우사이즈가중TR","16,055","335","+2.13%","0","48","300",0,"746","N/A","N/A"
"1523","500038","신한 인버스 2X 금 선물 ETN","4,815","120","-2.43%","0","48","1,000",0,"2,464","N/A","N/A"
"1524","091220","TIGER 은행","6,305","215","+3.53%","0","48","760",0,"35,021","N/A","N/A"
"1525","290080","KBSTAR 200고배당커버드콜ATM","6,745","185","+2.82%","0","47","700",0,"620","N/A","N/A"
"1526","299070","KINDEX 국채선물10년인버스","94,040","15","-0.02%","0","47","50",0,"10","N/A","N/A"
"1527","000227","유유제약2우B","28,650","350","-1.21%","1,000","47","164",0.05,"547","71.09","N/A"
"1528","291610","KOSEF 코스닥150선물","9,695","380","+4.08%","0","47","480",0,"230","N/A","N/A"
"1529","291660","KODEX China H선물인버스(H)","9,270","175","-1.85%","0","46","500",0,"1,153","N/A","N/A"
"1530","252410","KBSTAR 200선물인버스","5,105","175","-3.31%","0","46","900",0,"39,556","N/A","N/A"
"1531","500041","신한 인버스 2X 구리 선물 ETN","4,580","125","-2.66%","0","46","1,000",0,"14,578","N/A","N/A"
"1532","271050","KODEX WTI원유선물인버스(H)","12,165","60","-0.49%","0","46","375",2.57,"7,681","N/A","N/A"
"1533","292340","마이티 200커버드콜ATM레버리지","9,085","0","0.00%","0","45","500",0,"0","N/A","N/A"
"1534","244670","KODEX 밸류Plus","9,070","215","+2.43%","0","45","500",0,"4,135","N/A","N/A"
"1535","520005","미래에셋 인버스 전기전자 Core5 ETN","2,195","55","-2.44%","0","44","2,000",0,"83,166","N/A","N/A"
"1536","304670","KODEX 미국채울트라30년선물인버스(H)","7,265","70","+0.97%","0","44","600",0,"33,162","N/A","N/A"
"1537","295820","ARIRANG 200동일가중","10,765","310","+2.97%","0","43","400",0,"79","N/A","N/A"
"1538","252720","KBSTAR 모멘텀밸류","14,345","435","+3.13%","0","43","300",0,"2,235","N/A","N/A"
"1539","291620","KOSEF 코스닥150선물인버스","8,065","375","-4.44%","0","43","530",0,"18,844","N/A","N/A"
"1540","001525","동양우","6,800","380","-5.29%","500","42","618",0.3,"866","272.00","N/A"
"1541","287330","KBSTAR 200생활소비재","8,725","80","+0.93%","0","42","480",0,"1,123","N/A","N/A"
"1542","292570","TIGER 일본엔선물레버리지","10,435","110","-1.04%","0","42","400",0,"1,024","N/A","N/A"
"1543","253240","KOSEF 200선물인버스","5,120","145","-2.75%","0","41","810",0,"29,854","N/A","N/A"
"1544","321410","KODEX 멀티에셋하이인컴(H)","10,355","90","-0.86%","0","41","400",0,"8,793","N/A","N/A"
"1545","227560","TIGER 200 생활소비재","11,460","70","+0.61%","0","41","360",0,"1,957","N/A","N/A"
"1546","267490","KBSTAR 미국장기국채선물레버리지(합성 H)","13,670","170","-1.23%","0","41","300",0,"471","N/A","N/A"
"1547","227550","TIGER 200 산업재","5,755","160","+2.86%","0","40","700",0,"4,074","N/A","N/A"
"1548","278420","ARIRANG ESG우수기업","8,815","160","+1.85%","0","40","450",0,"2,198","N/A","N/A"
"1549","267450","KBSTAR 미국장기국채선물인버스(H)","7,900","70","+0.89%","0","40","500",0,"205","N/A","N/A"
"1550","295020","KBSTAR 국채선물10년인버스","47,025","145","+0.31%","0","39","82",0,"22","N/A","N/A"
"1551","300280","KBSTAR 중소형모멘텀로우볼","10,930","100","+0.92%","0","38","350",0,"6","N/A","N/A"
"1552","292580","TIGER 일본엔선물인버스","9,445","60","+0.64%","0","38","400",0,"2","N/A","N/A"
"1553","140570","KBSTAR 수출주","12,585","345","+2.82%","0","38","300",0,"421","N/A","N/A"
"1554","301400","ARIRANG 코스닥150","14,860","565","+3.95%","0","37","250",0,"2,372","N/A","N/A"
"1555","510006","대신 인버스 니켈선물 ETN(H)","5,295","65","-1.21%","0","37","700",0,"31","N/A","N/A"
"1556","291680","KBSTAR 차이나H선물인버스(H)","9,100","180","-1.94%","0","36","400",0,"297","N/A","N/A"
"1557","002787","진흥기업2우B","12,250","50","+0.41%","500","36","295",1.02,"574","395.16","N/A"
"1558","269530","ARIRANG S&P글로벌인프라","10,315","60","-0.58%","0","36","350",0,"239","N/A","N/A"
"1559","139240","TIGER 200 철강소재","7,420","215","+2.98%","0","36","480",0,"20,066","N/A","N/A"
"1560","280940","KODEX 골드선물인버스(H)","7,045","45","-0.63%","0","35","500",0,"2,402","N/A","N/A"
"1561","001527","동양2우B","11,400","50","+0.44%","500","35","309",0,"96","456.00","N/A"
"1562","510009","대신 인버스 철광석 선물 ETN(H)","1,735","15","+0.87%","0","35","2,000",0,"17,055","N/A","N/A"
"1563","009275","신원우","38,050","850","+2.28%","500","35","91",0.85,"1,580","-905.95","N/A"
"1564","140580","KBSTAR 우량업종","11,480","255","+2.27%","0","34","300",0,"192","N/A","N/A"
"1565","139310","TIGER 금속선물(H)","5,610","35","-0.62%","0","34","600",0,"16,382","N/A","N/A"
"1566","292590","TIGER 일본엔선물인버스2X","8,415","45","+0.54%","0","34","400",0,"30","N/A","N/A"
"1567","000325","노루홀딩스우","16,800","550","+3.38%","500","31","185",1.02,"657","37.58","N/A"
"1568","000547","흥국화재2우B","19,550","100","-0.51%","5,000","30","154",1.04,"351","84.63","N/A"
"1569","309170","ARIRANG KRX300IT","20,125","510","+2.60%","0","28","140",0,"172","N/A","N/A"
"1570","001529","동양3우B","28,950","100","-0.34%","500","26","90",0.56,"29","1,158.00","N/A"
"1571","287310","KBSTAR 200경기소비재","12,175","435","+3.71%","0","24","200",0,"4,909","N/A","N/A"
"1572","284980","KBSTAR 200금융","7,660","260","+3.51%","0","23","300",0,"5,514","N/A","N/A"
"1573","285010","KBSTAR 200중공업","8,460","320","+3.93%","0","22","260",0,"1,088","N/A","N/A"
"1574","334700","KBSTAR 팔라듐선물인버스(H)","5,465","190","+3.60%","0","22","400",0,"1,666","N/A","N/A"
"1575","550043","QV 인버스 레버리지 WTI원유 선물 ETN(H)","1,060","15","-1.40%","0","21","2,000",0,"6,351","N/A","N/A"
"1576","267500","KBSTAR 미국장기국채선물인버스2X(합성 H)","5,990","65","+1.10%","0","18","300",0,"21,726","N/A","N/A"
"1577","285020","KBSTAR 200철강소재","7,090","185","+2.68%","0","17","240",0,"1,760","N/A","N/A"
"1578","287320","KBSTAR 200산업재","10,405","335","+3.33%","0","12","120",0,"2,948","N/A","N/A"
"1579","091990","셀트리온헬스케어","157,500","13,800","+9.60%","1,000","239,100","151,810",17.06,"4,441,486","97.52","3.94"
"1580","068760","셀트리온제약","187,300","12,300","+7.03%","500","67,073","35,811",8.85,"953,451","475.38","3.13"
"1581","028300","에이치엘비","96,500","6,500","+7.22%","500","51,158","53,013",13.72,"2,923,974","-115.16","-24.69"
"1582","096530","씨젠","179,700","14,700","+8.91%","500","47,143","26,234",19.84,"901,168","14.67","19.01"
"1583","263750","펄어비스","332,000","17,100","+5.43%","500","43,790","13,190",23.76,"117,609","29.32","31.62"
"1584","196170","알테오젠","143,500","10,400","+7.81%","500","40,299","28,083",20.07,"286,710","259.49","-1.03"
"1585","247540","에코프로비엠","187,800","4,300","+2.34%","500","39,504","21,035",6.56,"187,563","104.86","12.99"
"1586","293490","카카오게임즈","50,800","3,500","+7.40%","100","37,651","74,117",6.16,"3,262,409","257.87","2.64"
"1587","035760","CJ ENM","156,500","3,600","+2.35%","5,000","34,319","21,929",21.21,"113,898","58.22","3.65"
"1588","036490","SK머티리얼즈","320,600","13,800","+4.50%","500","33,816","10,548",15.53,"51,232","27.68","30.22"
"1589","032500","케이엠더블유","78,900","1,900","+2.47%","500","31,419","39,821",11.39,"437,260","236.23","67.76"
"1590","253450","스튜디오드래곤","99,700","800","+0.81%","500","29,914","30,004",12.46,"200,960","90.80","6.37"
"1591","095700","제넥신","99,900","5,500","+5.83%","500","24,693","24,718",7.94,"395,241","-591.12","-5.35"
"1592","145020","휴젤","195,500","300","-0.15%","500","24,409","12,485",75.9,"58,910","63.64","6.25"
"1593","240810","원익IPS","48,600","700","+1.46%","500","23,855","49,084",30.5,"516,631","16.12","9.16"
"1594","058470","리노공업","154,500","1,100","+0.72%","500","23,549","15,242",45.87,"55,741","38.22","18.75"
"1595","066970","엘앤에프","76,900","3,200","+4.34%","500","21,577","28,059",13.71,"544,677","-587.02","-6.66"
"1596","357780","솔브레인","273,400","4,700","+1.75%","500","21,267","7,779",21.15,"41,259","N/A","N/A"
"1597","323990","박셀바이오","137,200","5,300","+4.02%","500","20,643","15,046",0.47,"1,261,946","-1,172.65","80.27"
"1598","078340","컴투스","159,000","1,100","-0.69%","500","20,458","12,866",29.05,"125,939","22.66","12.68"
"1599","278280","천보","183,700","700","+0.38%","500","18,370","10,000",5.31,"93,746","80.53","14.49"
"1600","064760","티씨케이","150,900","7,900","+5.52%","500","17,618","11,675",71.53,"47,095","30.90","23.15"
"1601","237690","에스티팜","90,800","2,200","+2.48%","500","16,940","18,656",2.6,"432,263","-95.18","-5.86"
"1602","235980","메드팩토","79,300","2,000","+2.59%","500","16,156","20,373",6.82,"191,290","-77.75","-32.46"
"1603","005290","동진쎄미켐","31,100","700","+2.30%","500","15,990","51,414",8.27,"783,413","18.73","17.78"
"1604","098460","고영","110,000","2,700","+2.52%","500","15,104","13,731",67.17,"59,945","125.57","12.59"
"1605","200130","콜마비앤에이치","50,300","1,300","+2.65%","500","14,860","29,544",4.29,"158,537","19.52","23.84"
"1606","034230","파라다이스","15,800","0","0.00%","500","14,369","90,943",8.9,"729,462","-23.90","1.19"
"1607","000250","삼천당제약","63,000","2,700","+4.48%","500","14,344","22,768",9.46,"370,872","-161.13","6.82"
"1608","141080","레고켐바이오","60,300","500","-0.82%","500","14,281","23,684",8.72,"370,707","-251.25","12.61"
"1609","086450","동국제약","31,950","800","+2.57%","500","14,205","44,460",22.34,"350,124","22.76","16.66"
"1610","056190","에스에프에이","38,650","850","+2.25%","500","13,879","35,909",19.78,"189,319","11.13","15.90"
"1611","086520","에코프로","62,000","3,600","+6.16%","500","13,696","22,090",12.77,"416,295","41.67","9.33"
"1612","060250","NHN한국사이버결제","58,900","200","+0.34%","500","13,530","22,971",36.81,"211,321","60.22","20.20"
"1613","069080","웹젠","36,600","1,450","+4.13%","500","12,924","35,311",32.19,"376,571","19.90","12.74"
"1614","039030","이오테크닉스","104,300","5,300","+5.35%","500","12,849","12,320",15.08,"115,350","40.35","3.17"
"1615","030190","NICE평가정보","21,150","150","-0.70%","500","12,841","60,715",38.36,"257,977","28.12","19.30"
"1616","144510","녹십자랩셀","121,600","6,600","-5.15%","500","12,834","10,554",4.24,"2,639,216","568.22","N/A"
"1617","268600","셀리버리","151,900","7,800","+5.41%","500","12,433","8,185",7.1,"899,861","-140.78","-62.27"
"1618","140410","메지온","139,400","5,200","+3.87%","500","12,396","8,893",18.27,"89,334","-46.17","-46.43"
"1619","025900","동화기업","61,300","1,700","+2.85%","500","12,382","20,198",42.45,"134,780","41.84","5.30"
"1620","084850","아이티엠반도체","52,800","1,800","+3.53%","500","12,206","23,118",5.33,"108,530","23.82","22.69"
"1621","022100","포스코 ICT","7,940","200","+2.58%","500","12,072","152,035",2.76,"2,192,378","33.36","11.13"
"1622","035900","JYP Ent.","33,600","1,100","+3.38%","500","11,927","35,497",21.03,"751,866","39.67","21.91"
"1623","039200","오스코텍","39,850","800","+2.05%","500","11,921","29,915",8.35,"406,406","-76.93","-45.99"
"1624","178920","PI첨단소재","40,550","1,050","+2.66%","500","11,908","29,366",9.93,"248,421","35.02","6.95"
"1625","298380","에이비엘바이오","25,400","1,200","+4.96%","500","11,747","46,246",4.65,"423,285","-20.08","-25.61"
"1626","036540","SFA반도체","7,070","170","+2.46%","500","11,627","164,460",5.53,"18,745,321","74.42","7.34"
"1627","046890","서울반도체","19,750","100","+0.51%","500","11,515","58,305",12.13,"625,978","50.64","5.27"
"1628","067630","에이치엘비생명과학","23,950","1,500","+6.68%","500","11,278","47,090",6.45,"1,037,830","295.68","-2.75"
"1629","108320","실리콘웍스","68,500","300","+0.44%","500","11,141","16,264",38.75,"219,135","14.72","8.39"
"1630","218410","RFHIC","45,850","2,000","+4.56%","500","10,934","23,848",7.91,"372,267","9,170.00","11.22"
"1631","084990","헬릭스미스","30,300","4,650","+18.13%","500","10,383","34,266",7.46,"1,410,003","-5.09","-64.98"
"1632","214150","클래시스","16,000","300","+1.91%","100","10,355","64,717",5.63,"234,808","29.25","48.06"
"1633","048260","오스템임플란트","72,300","3,600","+5.24%","500","10,329","14,286",35.21,"682,193","15.07","-17.24"
"1634","033640","네패스","44,300","600","+1.37%","500","10,215","23,059",7.82,"653,585","-61.36","16.52"
"1635","097520","엠씨넥스","55,000","2,900","+5.57%","500","9,825","17,863",12.3,"678,775","18.25","47.71"
"1636","089980","상아프론테크","61,900","4,800","+8.41%","500","9,734","15,725",2.18,"816,679","233.58","9.47"
"1637","085660","차바이오텍","18,500","350","+1.93%","500","9,722","52,549",6.3,"356,737","-126.71","13.17"
